menu.on.button,On,オン,Вкл.,打开,Activé,Ein,ON,,
menu.off.button,Off,オフ,Выкл.,关闭,Désactivé,Aus,OFF,,
menu.haru_talking.text,Haru's Talking,Haruの演説,Речь Haru,haru的演讲,Haru's speech,Harus Rede,Haru의 연설,,
omc.score,Score: {0},{0} スコア,Результат: {0},分数：{0},Score : {0},Punktzahl: {0},점수: {0},,
language,Language,言語,Язык,语言,Langue,Sprache,언어,,
settings.about,About Haru,Haruについて,О Хару,关于Haru,À propos de Haru,Über Haru,Haru 소개,,
settings.credit,Credits,クレジット,Кредиты,积分,Crédits,Guthaben,크레딧,,
settings.rate,Rate Us,評価する,Оцените нас,评价我们,Notez-nous,Bewerten,평가,,
settings.restore_progress,Restore Progress,進捗状況の復元,Восстановить прогресс,恢复进度,Restaurer la progression,Fortschritt wiederherstellen,진행률 복원,,
menu.support.text,SUPPORT,サポート,Поддержка,支持,Support,Support,지원,,
menu.HTP.button,How To Play,プレイ方法,Как играть,如何玩,Comment jouer,Spielanleitung,게임 방법,,
menu.more_app.button,More Haru apps,他春アプリ,Больше игр от Хару,更多哈鲁应用程序,Plus d'applis Haru,Weitere Haru-Apps,더 많은 Haru 앱,,
menu.language.title.text,LANGUAGE,言語,ЯЗЫК,语言,LANGUE,SPRACHE,언어,,
menu.language.english.text,English,英語,Английский,英语,Anglais,Englisch,영어,,
menu.language.french.text,French,フランス語,Французский,法语,Français,Französisch,프랑스어,,
menu.language.german.text,German,ドイツ語,Немецкий,德语,Allemand,Deutsch,독일어,,
menu.language.spanish.text,Spanish,スペイン語,Испанский,西班牙语,Espagnol,Spanisch,스페인어,,
menu.language.portuguese.text,Portuguese,ポルトガル語,Португальский,葡萄牙语,Portugais,Portugiesisch,포르투갈어,,
menu.language.korean.text,Korean,韓国,Корейский,韩语,Coréen,Koreanisch,한국어,,
menu.language.japanese.text,Japanese,日本語,Японский,日语,Japonais,Japanisch,일본어,,
menu.language.russian.text,Russian,ロシア語,Русский,俄语,Russe,Russisch,러시아어,,
menu.language.chinese.text,Chinese,中国語,Китайский,中文,Chinois,Chinesisch,중국어,,
menu.support.title.text,Feedback,フィードバック,Обратная связь,反馈,Commentaires,Feedback,피드백,,
email_placeholder,Email:,メール,Укажите электронный адрес,输入电子邮件,Saisir le courriel,E-Mail-Adresse eingeben,이메일을 입력하세요,,
feedback_placeholder,Feedback:,フィードバック,Обратная связь,反馈,Commentaires,Feedback,피드백,,
menu.support.email_mistake.text, email,メールアドレスの入力,эл. почта, 电子邮件,courriel,E-Mail-Adresse,이메일,,
menu.support.feedback_mistake.text,Enter feedback here ...,ここにフィールドバックを入力します...,Напишите свой отзыв...,在这里输入反馈……,Saisissez vos commentaires ici ...,Gib hier dein Feedback ein...,여기에 피드백을 입력하세요 ...,,
send,Send,送信,Отправить,发送,Envoyer,Senden,전송,,
menu.support.comminity.button,Community,コミュニティ,Сообщество,社区,Communauté,Community,커뮤니티,,
menu.support.social.text,Get help faster?\nJoin our Facebook Community,助けが早く必要なら\nフェイスブックと共有してください！,Хотите получать помощь быстрее?\nВступайте в нашу группу в Facebook,更快地获得帮助？\n加入我们的Facebook社区,Obtenir de l’aide plus rapidement ? \nRejoignez notre communauté Facebook,Schnell Hilfe erhalten?\nWerde Mitglied unserer Facebook-Community.,더 빠르게 도움을 받고 싶으세요?\n페이스북 커뮤니티에 가입하세요,,
thank_you_content,Thank you for sending your feedback to Haru Cat Life development team.,Haru Cat Lifeチームにフィールドバックを送信していただいて、ありがとうございます。,Благодарим вас за отправку вашего отзыва команде разработчиков Haru Cat Life.,感谢您将您的反馈发送给“哈鲁猫生活”开发团队。,Merci d’avoir envoyé vos commentaires à l’équipe de développement de Haru Cat Life.,Vielen Dank für dein Feedback an das Haru Cat Life-Entwicklungsteam.,Haru Cat Life 개발팀에 피드백을 보내주셔서 감사합니다.,,
ok,Ok,オッケー,Хорошо,好的,D'accord,Ok,확인,,
menu.more_app.title.text,More app reference,おすすめアプリ,Больше приложений,更多应用程序参考,Plus de référence de l'appli,Weitere App-Referenz,더 많은 앱 알아보기,,
menu.more_app.free.text,Free,無料,БЕСПЛАТНО,免费,Gratuit,Kostenlos,무료,,
menu.more_app.Haru_cat_content.text,"Play minigames, take on challenges and collect all cutest Haru Stickers to use in iMessage",ミニゲームののチャレンジして、iメッセージで使用する可愛い春ステッカーを集めましょう！,"Запускайте мини-игры, принимайте участие в испытаниях и собирайте очаровательные стикеры с Хару для iMessage",玩迷你游戏，接受挑战，收集所有最可爱的哈鲁贴纸用于iMessage,"Jouez à des mini-jeux, relevez des défis et collectez tous les autocollants Haru les plus mignons à utiliser dans iMessage","Spiele Minispiele, stelle dich den Herausforderungen und sammle alle niedlichen Haru-Sticker für iMessage.",미니 게임을 플레이하시고 도전과제를 달성하세요. iMessage에서 사용할 수 있는 귀여운 하루 스티커도 모두 모아보세요,,
menu.more_app.Haru_weather.text,Bring you fun and reliable \n weather forecast,楽しく信頼できる天気予報をお届けします。,Получайте веселый и точный\nпрогноз погоды,为你带来有趣而可靠的\n天气预报,Vous procurent des \n prévisions météo amusantes et fiables,Lustige und zuverlässige \n Wettervorhersage,재미있고 신뢰할 수 있는 \n 일기예보를 제공합니다,,
menu.more_app.Haru_alarm.text,Put an end to your endless\n snoozing now with the\n cutest alarm in the world!,世界で最もかわいいアラームは今すぐあなたの無限のうたた寝を終わらせてください,"Забудьте о постоянном переводе\nбудильника, используя самое\nмилое приложение в мире!",现在用世界上\n最可爱的闹钟\n结束你无休止的瞌睡！,Mettez fin à votre \n somnolence sans fin avec \nl'alarme la plus mignonne du monde !,Beende dein endloses\n Schlummern jetzt mit dem süßesten Alarm der Welt!,세계에서 가장 귀여운 알람으로\n 알람에도 못 일어나는 일은 \n 이제 그만!,,
menu.more_app.download_on_the,Download on the App Store,ダウンロード,Скачайте в AppStore,在App Store下载,Télécharger sur l'App Store,Im App Store herunterladen,App Store에서 다운로드하세요,,
noads.title.text,REMOVE ADS,広告の削除,УБРАТЬ РЕКЛАМУ,移除广告,SUPPRIMER LES ANNONCES,WERBUNG ENTFERNEN,광고 제거,,
noads.subtitle.text,Thanks for checking out\nHaru Silde Puzzle,春スライスパズルを見ていただいて、ありがとうございます。,Благодарим вас за знакомство с\nHaru Slide Puzzle,感谢您查看\n哈鲁滑块拼图,Merci de vous intéresser à \nHaru Slide Puzzle,"Vielen Dank, dass du dir das\nHaru Schiebepuzzle angesehen hast.",Haru Silde Puzzle을\n확인해주셔서 감사합니다,,
noads.content1.text,"This is an auto-renewable subscription. A subscription is valid for 1 month, 6 months, or 1 year, depending on the subscription type selected.",これは自動更新サブスクリプションです 、選択したサブスクリプションのタイプに応じて、1か月、6か月、または1年間有効です。,"Вы выбрали автоматически возобновляемую подписку. Подписка действует в течение 1 месяца, 6 месяцев или 1 года, в зависимости от выбранного вами срока.",这是一个可自动续订的订阅。订阅有效期为1个月、6个月或1年，具体取决于所选的订阅类型。,"Ceci est un abonnement auto-renouvelable. Un abonnement est valable 1 mois, 6 mois ou 1 an, selon le type d'abonnement sélectionné.","Das ist ein Abonnement mit automatischer Verlängerung. Ein Abonnement ist je nach ausgewähltem Abonnementtyp 1 Monat, 6 Monate oder 1 Jahr gültig.","자동으로 갱신되는 구독입니다. 구독은 선택한 구독 유형에 따라 1개월, 6개월 또는 1년 동안 유효합니다.",,
noads.content2.text,"Subscription, automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period.",自動更新は現在の期間の終了前に少なくとも24時間オフにされない限り、登録は自動的に更新します。,"Подписка продлевается автоматически, если вы не отключили продление не менее, чем за 24 часа до окончания текущего оплаченного периода.",订阅会自动续订，除非在当前期结束前至少24小时关闭自动续订。,L'abonnement se renouvelle automatiquement sauf si le renouvellement automatique est désactivé au moins 24 heures avant la fin de la période en cours.,"Das Abonnement verlängert sich automatisch, es sei denn, die automatische Verlängerung wird mindestens 24 Stunden vor dem Ende des aktuellen Zeitraums deaktiviert.",구독 기간이 끝나기 최소 24시간 전에 자동 갱신 설정을 해제하지 않은 경우 자동으로 구독이 갱신됩니다,,
noads.content3.text,Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase. ,購読はユーザーのよって管理され、購入後にユーザーのアカウント設定で自動更新がオフになることがります。,"Вы можете использовать раздел ""Настройки учетной записи"" для управления подписками и отключения режима автоматического продления.",订阅可以由用户管理，购买后可以前往用户的帐户设置关闭自动续订。,Les abonnements peuvent être gérés par l'utilisateur et le renouvellement automatique peut être désactivé en accédant aux paramètres du compte de l'utilisateur après l'achat.,Abonnements können vom Benutzer verwaltet und die automatische Verlängerung kann nach dem Kauf in den Kontoeinstellungen deaktiviert werden.,구매 후 사용자 계정 설정에서 구독을 관리하거나 자동 갱신 기능을 해제하실 수 있습니다.,,
noads.content4.text,Payment will be charged to iTunes Account at confirmation of purchase. ,お支払いは購入確認時にiTunesアカウントに請求されます。,Стоимость подписки будет списана со счета в iTunes в момент покупки.,付款将在确认购买时从iTunes账户中扣除。,Le paiement sera porté au compte iTunes lors de la confirmation de l'achat.,Die Zahlung wird bei Bestätigung des Kaufs vom iTunes-Konto abgezogen.,구매 확정 시 사용자의 iTunes 계정에서 결제 금액이 부과됩니다.,,
noads.content5.text,Account will be charged for renewal within 24 hours prior to the end of the current period. The cost depends on the selected plan.,アカウントは現在の期間の終了前24時間以内に更新のため二請求されます。費用は選択したプランによって異なります。,"Обратите внимание, что стоимость нового периода подписки будет списана с вашего счета в течение 24 часов до момента окончания текущего расчетного периода. Стоимость подписки зависит от выбранного вами тарифного плана.",账户将在当前期结束前24小时内收取续订费用。费用取决于所选计划。,Le compte sera facturé pour le renouvellement dans les 24 heures avant la fin de la période en cours. Le coût dépend du plan sélectionné.,Die Verlängerung des Kontos wird innerhalb von 24 Stunden vor Ablauf des aktuellen Zeitraums abgebucht. Die Kosten hängen vom gewählten Abonnement ab.,현재 구독 기간이 종료되기 24시간 이전에 계정에 갱신 비용이 부과됩니다. 비용은 선택한 플랜에 따라 달라집니다.,,
